description,NCES_School_ID,Street Address,City,State,ZIP,Final,latitude,longitude
DENBIGH EARLY CHILDHOOD CENTER,510264002296,15638 Warwick Blvd.,Newport News,VA,23608,15638 Warwick Blvd. Newport News VA 23608,37.1623196,-76.5556092
ELLA J. FITZGERALD MIDDLE,510264001056,432 Industrial Park Dr,Newport News,VA,23608,432 Industrial Park Dr Newport News VA 23608,37.1636213,-76.5519069
GEORGE J. MCINTOSH ELEMENTARY,510264001049,185 Richneck Rd,Newport News,VA,23608,185 Richneck Rd Newport News VA 23608,37.1474502,-76.5295623
HERITAGE HIGH SCHOOL GOVERNOR'S STEM ACADEMY,510264003015,5800 Marshall Ave,Newport News,VA,23605,5800 Marshall Ave Newport News VA 23605,37.0067545,-76.4279659
KNOLLWOOD MEADOWS ELEMENTARY,510264001068,826 Moyer Rd,Newport News,VA,23608,826 Moyer Rd Newport News VA 23608,37.1277666,-76.5631601
L.F. PALMER ELEMENTARY,510264001060,100 Palmer Lane,Newport News,VA,23602,100 Palmer Lane Newport News VA 23602,37.1073889,-76.4893991
NEWPORT NEWS & YORK COUNTY GOVERNOR'S HEALTH SCIENCE ACADEMY,510264002987,12465 Warwick Boulevard,Newport News,VA,23606,12465 Warwick Boulevard Newport News VA 23606,37.0735536,-76.4942687
POINT OPTION ALTERNATIVE SCHOOL,510264001238,813 Diligence Dr.,Newport News,VA,23606,813 Diligence Dr. Newport News VA 23606,37.0847139,-76.4647047
STONEY RUN ELEMENTARY,510264001054,855 Lucas Creek Rd,Newport News,VA,23608,855 Lucas Creek Rd Newport News VA 23608,37.1312491,-76.55081
WATKINS EARLY CHILDHOOD CENTER,510264002471,21 Burns Drive,Newport News,VA,23601,21 Burns Drive Newport News VA 23601,37.0761824,-76.4592907
ACADEMY FOR DISCOVERY AT LAKEWOOD,510267003018,1701 Alsace Ave,Norfolk,VA,23509,1701 Alsace Ave Norfolk VA 23509,36.8834062,-76.2628516
AZALEA GARDENS MIDDLE,510267001078,7721 Azalea Garden Rd,Norfolk,VA,23518,7721 Azalea Garden Rd Norfolk VA 23518,36.9105478,-76.2115629
BAY VIEW ELEMENTARY,510267001081,1434 Bay View Blvd,Norfolk,VA,23503,1434 Bay View Blvd Norfolk VA 23503,36.93527,-76.2356911
BLAIR MIDDLE,510267001082,730 Spotswood Ave,Norfolk,VA,23517,730 Spotswood Ave Norfolk VA 23517,36.8686783,-76.2963319
BOOKER T WASHINGTON HIGH,510267001079,1111 Park Ave,Norfolk,VA,23504,1111 Park Ave Norfolk VA 23504,36.8529975,-76.2673844
CAMP ALLEN ELEMENTARY,510267001084,501 C Street,Norfolk,VA,23505,501 C Street Norfolk VA 23505,36.9284215,-76.2967051
CHESTERFIELD ELEMENTARY,510267001088,2915 Westminster Ave,Norfolk,VA,23504,2915 Westminster Ave Norfolk VA 23504,36.8438058,-76.2504239
COLEMAN PLACE ELEMENTARY,510267001089,2445 Palmyra St.,Norfolk,VA,23513,2445 Palmyra St. Norfolk VA 23513,36.8701001,-76.2409417
CROSSROADS PREK-8 SCHOOL,510267001090,8021 Old Ocean View Rd.,Norfolk,VA,23518,8021 Old Ocean View Rd. Norfolk VA 23518,36.9181791,-76.2511537
GHENT K-8,510267001096,200 Shirley Ave,Norfolk,VA,23517,200 Shirley Ave Norfolk VA 23517,36.8646022,-76.2878735
GRANBY ELEMENTARY,510267001097,7101 Newport Ave,Norfolk,VA,23505,7101 Newport Ave Norfolk VA 23505,36.908269,-76.2811856
GRANBY HIGH,510267001098,7101 Granby St,Norfolk,VA,23505,7101 Granby St Norfolk VA 23505,36.9071375,-76.2774408
INGLESIDE ELEMENTARY,510267001100,976 Ingleside Rd,Norfolk,VA,23502,976 Ingleside Rd Norfolk VA 23502,36.8532983,-76.2379996
JACOX ELEMENTARY,510267001101,1300 Marshall Ave,Norfolk,VA,23504,1300 Marshall Ave Norfolk VA 23504,36.8559482,-76.2654538
JAMES MONROE ELEMENTARY,510267002211,520 W 29th St,Norfolk,VA,23508,520 W 29th St Norfolk VA 23508,36.8758972,-76.2903615
LAKE TAYLOR,510267001105,1380 Kempsville Rd,Norfolk,VA,23502,1380 Kempsville Rd Norfolk VA 23502,36.8695034,-76.2016
LAKE TAYLOR HIGH,,,,,,   ,,
LARCHMONT ELEMENTARY,510267001108,1145 Bolling Ave,Norfolk,VA,23508,1145 Bolling Ave Norfolk VA 23508,36.8908885,-76.2992614
LARRYMORE ELEMENTARY,510267001109,7600 Halprin Dr,Norfolk,VA,23518,7600 Halprin Dr Norfolk VA 23518,36.9120365,-76.2216662
LINDENWOOD ELEMENTARY,510267001112,2700 Ludlow St,Norfolk,VA,23504,2700 Ludlow St Norfolk VA 23504,36.8689961,-76.2701783
LITTLE CREEK ELEMENTARY,510267001113,7900 Tarpon Place,Norfolk,VA,23518,7900 Tarpon Place Norfolk VA 23518,36.917473,-76.2094803
MARY CALCOTT ELEMENTARY,510267001116,137 Westmont Avenue,Norfolk,VA,23503,137 Westmont Avenue Norfolk VA 23503,36.935983,-76.2589575
MATTHEW FONTAINE MAURY HIGH,510267001117,322 Shirley Ave,Norfolk,VA,23517,322 Shirley Ave Norfolk VA 23517,36.8661514,-76.2895451
NORTHSIDE MIDDLE,510267001120,8720 Granby St,Norfolk,VA,23503,8720 Granby St Norfolk VA 23503,36.9363231,-76.261442
NORVIEW ELEMENTARY,510267001121,6401 Chesapeake Blvd,Norfolk,VA,23513,6401 Chesapeake Blvd Norfolk VA 23513,36.8972712,-76.2395385
NORVIEW HIGH,510267001122,6501 Chesapeake Blvd,Norfolk,VA,23513,6501 Chesapeake Blvd Norfolk VA 23513,36.9005982,-76.2407652
NORVIEW MIDDLE,510267001123,6325 Sewells Point Rd,Norfolk,VA,23513,6325 Sewells Point Rd Norfolk VA 23513,36.8941928,-76.2417564
OCEAN VIEW ELEMENTARY,510267001125,350 W. Government Ave.,Norfolk,VA,23503,350 W. Government Ave. Norfolk VA 23503,36.9550925,-76.2615912
OCEANAIR ELEMENTARY,510267001126,600 Dudley Avenue,Norfolk,VA,23503,600 Dudley Avenue Norfolk VA 23503,36.9419985,-76.2512159
P.B. YOUNG SR. ELEMENTARY,,,,,,   ,,
RICHARD BOWLING ELEMENTARY,510267001083,2700 E. Princess Anne Rd.,Norfolk,VA,23504,2700 E. Princess Anne Rd. Norfolk VA 23504,36.8563667,-76.2556328
RUFFNER SCHOOL,,,,,,   ,,
SEWELLS POINT ELEMENTARY,510267001135,7928 Hampton Blvd,Norfolk,VA,23505,7928 Hampton Blvd Norfolk VA 23505,36.9227341,-76.3138741
SHERWOOD FOREST ELEMENTARY,510267001136,3035 Sherwood Forest Lane,Norfolk,VA,23513,3035 Sherwood Forest Lane Norfolk VA 23513,36.876755,-76.2382821
SOUTHSIDE STEM ACADEMY AT CAMPOSTELLA,,,,,,   ,,
ST. HELENA ELEMENTARY,510267001137,903 S Main St,Norfolk,VA,23523,903 S Main St Norfolk VA 23523,36.8313179,-76.2852014
SUBURBAN PARK ELEMENTARY,510267001140,310 Thole St,Norfolk,VA,23505,310 Thole St Norfolk VA 23505,36.9059858,-76.2684586
TANNERS CREEK ELEMENTARY,510267002210,1335 Longdale Dr,Norfolk,VA,23513,1335 Longdale Dr Norfolk VA 23513,36.9000599,-76.2330174
TARRALLTON ELEMENTARY,510267001141,2080 Tarrallton Dr,Norfolk,VA,23518,2080 Tarrallton Dr Norfolk VA 23518,36.9259245,-76.2213033
WALTER HERRON TAYLOR ELEMENTARY,510267001144,1122 W. Princess Anne Road,Norfolk,VA,23507,1122 W. Princess Anne Road Norfolk VA 23507,36.86912,-76.304153
WILLARD ELEMENTARY,510267001087,1511 Willow Wood Dr,Norfolk,VA,23509,1511 Willow Wood Dr Norfolk VA 23509,36.8876381,-76.2666862
BERKLEY/CAMPOSTELLA EARLY CHILDHOOD EDUCATION CENTER,510267001092,1530 Cypress St,Norfolk,VA,23523,1530 Cypress St Norfolk VA 23523,36.8280346,-76.2648769
EASTON PRESCHOOL AT FAIRLAWN,510267001094,1132 Wade St,Norfolk,VA,23502,1132 Wade St Norfolk VA 23502,36.8573705,-76.1937695
LAKE TAYLOR HIGH,510267001104,1384 Kempsville Rd,Norfolk,VA,23502,1384 Kempsville Rd Norfolk VA 23502,36.8695353,-76.2024074
MADISON ALTERNATIVE CENTER,510267002128,3700 Bowdens Ferry Rd,Norfolk,VA,23508,3700 Bowdens Ferry Rd Norfolk VA 23508,36.8789401,-76.3032585
NORFOLK ALTERNATIVE HIGH,510267002943,3700 Bowden Ferry Rd,Norfolk,VA,23505,3700 Bowden Ferry Rd Norfolk VA 23505,36.8789401,-76.3032585
NORFOLK ALTERNATIVE MIDDLE,510267002948,3700 Bowden Ferry Rd,Norfolk,VA,23508,3700 Bowden Ferry Rd Norfolk VA 23508,36.8789401,-76.3032585
NORFOLK TECHNICAL CENTER,510267001119,1330 N Military Hwy,Norfolk,VA,23502,1330 N Military Hwy Norfolk VA 23502,36.8691966,-76.209435
P.B. YOUNG SR. ELEMENTARY,510267001147,543 E. Olney Rd,Norfolk,VA,23510,543 E. Olney Rd Norfolk VA 23510,36.8546464,-76.2825317
SOUTHSIDE STEM ACADEMY AT CAMPOSTELLA,510267001085,1106 Campostella Rd.,Norfolk,VA,23523,1106 Campostella Rd. Norfolk VA 23523,36.829591,-76.25962
THE ACADEMY OF INTERNATIONAL STUDIES AT ROSEMONT,510267002843,1330 Branch Rd.,Norfolk,VA,23513,1330 Branch Rd. Norfolk VA 23513,36.9055617,-76.2367774
TIDEWATER PARK ELEMENTARY,510267001142,1045 E Brambleton Ave,Norfolk,VA,23504,1045 E Brambleton Ave Norfolk VA 23504,36.8503251,-76.27769
WILLIAM H. RUFFNER MIDDLE,510267001134,610 May Ave.,Norfolk,VA,23504,610 May Ave. Norfolk VA 23504,36.8472635,-76.2763254
WILLOUGHBY EARLY CHILDHOOD CENTER,510267001146,9500 4th View St,Norfolk,VA,23503,9500 4th View St Norfolk VA 23503,36.9578114,-76.2619743
KIPTOPEKE ELEMENTARY,510271000555,24023 Fairview Rd,Cape Charles,VA,23310,24023 Fairview Rd Cape Charles VA 23310,37.2523582,-75.9703629
NORTHAMPTON HIGH,510271001155,16041 Courthouse Rd,Eastville,VA,23347,16041 Courthouse Rd Eastville VA 23347,37.3613719,-75.9409931
NORTHAMPTON MIDDLE,510271002963,16041 Courthouse Road,Eastville,VA,23347,16041 Courthouse Road Eastville VA 23347,37.3613719,-75.9409931
OCCOHANNOCK ELEMENTARY,510271000554,4208 Seaside Rd,Exmore,VA,23350,4208 Seaside Rd Exmore VA 23350,37.5212662,-75.8157165
THE T.E.C.H. CENTER,510271001161,7207 Young St,Machipongo,VA,23405,7207 Young St Machipongo VA 23405,37.4037067,-75.9104394
NORTHUMBERLAND ELEMENTARY,510273001392,757 Academic Lane,Heathsville,VA,22473,757 Academic Lane Heathsville VA 22473,37.9069869,-76.4405819
NORTHUMBERLAND HIGH,510273001159,201 Academic Lane,Heathsville,VA,22473,201 Academic Lane Heathsville VA 22473,37.9114799,-76.4398814
NORTHUMBERLAND MIDDLE,510273001941,175 Academic Lane,Heathsville,VA,22473,175 Academic Lane Heathsville VA 22473,37.9131921,-76.438077
J.I. BURTON HIGH,,,,,,   ,,
NORTON ELEMENTARY,510276001163,205 E Park Ave,Norton,VA,24273,205 E Park Ave Norton VA 24273,36.9416968,-82.6223642
J.I. BURTON HIGH,510276001162,109 11th St,Norton,VA,24273,109 11th St Norton VA 24273,36.9299284,-82.6334039
BLACKSTONE PRIMARY,510279001166,615 East Street,Blackstone,VA,23824,615 East Street Blackstone VA 23824,37.0727379,-77.9946525
CREWE PRIMARY,510279001169,1953 Sunnyside Rd,Crewe,VA,23930,1953 Sunnyside Rd Crewe VA 23930,37.1648518,-78.108912
NOTTOWAY HIGH,510279001942,5267 Old Nottoway Rd,Crewe,VA,23930,5267 Old Nottoway Rd Crewe VA 23930,37.1228772,-78.0659063
NOTTOWAY INTERMEDIATE,510279001165,5285 Old Nottoway Road,Crewe,VA,23930,5285 Old Nottoway Road Crewe VA 23930,37.121837,-78.06834
NOTTOWAY MIDDLE,510279001943,5279 Old Nottoway Road,Crewe,VA,23930,5279 Old Nottoway Road Crewe VA 23930,37.1211801,-78.0661367
GORDON-BARBOUR ELEMENTARY,510282001172,500 W Baker Street,Gordonsville,VA,22942,500 W Baker Street Gordonsville VA 22942,38.1381739,-78.1930459
LIGHTFOOT ELEMENTARY,510282001173,11360 Zachary Taylor Hwy,Unionville,VA,22567,11360 Zachary Taylor Hwy Unionville VA 22567,38.246047,-77.9533635
LOCUST GROVE ELEMENTARY,510282002196,31208 Constitution Highway,Locust Grove,VA,22508,31208 Constitution Highway Locust Grove VA 22508,38.2985571,-77.8314571
LOCUST GROVE MIDDLE,510282002340,6368 Flat Run Road,Locust Grove,VA,22508,6368 Flat Run Road Locust Grove VA 22508,38.3132859,-77.7798345
LOCUST GROVE PRIMARY,510282002854,31230 Constitution Highway,Locust Grove,VA,22508,31230 Constitution Highway Locust Grove VA 22508,38.2993061,-77.8293129
ORANGE COUNTY HIGH,,,,,,   ,,
ORANGE ELEMENTARY,510282001175,230 Montevista Avenue,Orange,VA,22960,230 Montevista Avenue Orange VA 22960,38.2478741,-78.1188031
PROSPECT HEIGHTS MIDDLE,510282001176,202 Dailey Drive,Orange,VA,22960,202 Dailey Drive Orange VA 22960,38.2393694,-78.1203477
UNIONVILLE ELEMENTARY,510282001177,10285 Zachary Taylor Hwy,Unionville,VA,22567,10285 Zachary Taylor Hwy Unionville VA 22567,38.2617759,-77.9552153
ORANGE COUNTY HIGH,510282001174,201 Selma Road,Orange,VA,22960,201 Selma Road Orange VA 22960,38.2450528,-78.0945588
REDIRECTION ALTERNATIVE EDUCATION,510282002760,200 Dailey Drive,Orange,VA,22960,200 Dailey Drive Orange VA 22960,38.2399245,-78.1165754
TURNING POINT ALTERNATIVE EDUCATION,510282002746,200 Dailey Drive,Orange,VA,22960,200 Dailey Drive Orange VA 22960,38.2399245,-78.1165754
LURAY ELEMENTARY,510285001179,555 First St,Luray,VA,22835,555 First St Luray VA 22835,38.6582154,-78.4553457
LURAY HIGH,510285001180,243 Bulldog Drive,Luray,VA,22835,243 Bulldog Drive Luray VA 22835,38.6549322,-78.4853172
LURAY MIDDLE,510285002799,14 Luray Avenue,Luray,VA,22835,14 Luray Avenue Luray VA 22835,38.6606226,-78.4561284
PAGE COUNTY HIGH,510285001181,184 Panther Drive,Shenandoah,VA,22849,184 Panther Drive Shenandoah VA 22849,38.5635178,-78.6104801
PAGE COUNTY MIDDLE,510285002801,198 Panther Drive,Shenandoah,VA,22849,198 Panther Drive Shenandoah VA 22849,38.563081,-78.606445
SHENANDOAH ELEMENTARY,510285001182,529 4th Street,Shenandoah,VA,22849,529 4th Street Shenandoah VA 22849,38.4854601,-78.6218307
SPRINGFIELD ELEMENTARY,510285001183,158 Big Spring Lane,Rileyville,VA,22650,158 Big Spring Lane Rileyville VA 22650,38.7285043,-78.421323
STANLEY ELEMENTARY,510285001184,306 Aylor Grubbs Ave,Stanley,VA,22851,306 Aylor Grubbs Ave Stanley VA 22851,38.5786532,-78.5033402
PAGE COUNTY TECHNICAL CENTER,510285000578,40 Eagle Way,Luray,VA,22835,40 Eagle Way Luray VA 22835,38.601349,-78.4861691
BLUE RIDGE ELEMENTARY,510288001185,PO Box 30,Ararat,VA,24053,PO Box 30 Ararat VA 24053,36.599025,-80.5106191
HARDIN REYNOLDS MEMORIAL SCHOOL,510288001186,PO Box 130,Critz,VA,24082,PO Box 130 Critz VA 24082,36.6303641,-80.1449192
MEADOWS OF DAN ELEMENTARY,,,,,,   ,,
PATRICK COUNTY HIGH,510288001188,215 Cougar Lane,Stuart,VA,24171,215 Cougar Lane Stuart VA 24171,36.6231157,-80.2708976
PATRICK SPRINGS PRIMARY,510288001189,75 Elementary Lane,Patrick Springs,VA,24133,75 Elementary Lane Patrick Springs VA 24133,36.6435078,-80.1995802
STUART ELEMENTARY,510288001191,314 Staples Ave,Stuart,VA,24171,314 Staples Ave Stuart VA 24171,36.6416222,-80.2760888
WOOLWINE ELEMENTARY,510288001192,9993 Woolwine Hwy,Woolwine,VA,24185,9993 Woolwine Hwy Woolwine VA 24185,36.7877214,-80.2754264
MEADOWS OF DAN ELEMENTARY,510288001187,PO Box 829,Meadows of Dan,VA,24120,PO Box 829 Meadows of Dan VA 24120,36.7377315,-80.3952034
COOL SPRING ELEMENTARY,510291001202,1450 Talley Avenue,Petersburg,VA,23803,1450 Talley Avenue Petersburg VA 23803,37.2052,-77.4155985
LAKEMONT ELEMENTARY,510291001200,51 Gibbons St,Petersburg,VA,23803,51 Gibbons St Petersburg VA 23803,37.2347499,-77.3720099
PETERSBURG HIGH,510291001198,3101 Johnson Road,Petersburg,VA,23805,3101 Johnson Road Petersburg VA 23805,37.1842595,-77.3992103
PLEASANTS LANE ELEMENTARY,510291001196,100 Pleasants Lane,Petersburg,VA,23803,100 Pleasants Lane Petersburg VA 23803,37.2121755,-77.4318768
VERNON JOHNS MIDDLE,510291002794,3101 Homestead Drive,Petersburg,VA,23805,3101 Homestead Drive Petersburg VA 23805,37.1873823,-77.3946755
WALNUT HILL ELEMENTARY,510291001203,300 S Boulevard,Petersburg,VA,23805,300 S Boulevard Petersburg VA 23805,37.204015,-77.385329
WESTVIEW EARLY CHILDHOOD EDUCATION CENTER,510291001204,1100 Patterson Street,Petersburg,VA,23803,1100 Patterson Street Petersburg VA 23803,37.212393,-77.4200539
BROSVILLE ELEMENTARY,,,,,,   ,,
CHATHAM ELEMENTARY,510294001209,245 Chatham Elementary Lane,Chatham,VA,24531,245 Chatham Elementary Lane Chatham VA 24531,36.840552,-79.3967735
CHATHAM HIGH,510294001210,100 Cavalier Cir,Chatham,VA,24531,100 Cavalier Cir Chatham VA 24531,36.7877429,-79.4018696
CHATHAM MIDDLE,510294001208,11650 US Highway 29 North,Chatham,VA,24531,11650 US Highway 29 North Chatham VA 24531,36.7622573,-79.3875709
DAN RIVER HIGH,510294001214,100 Dan River Wildcat Cir,Ringgold,VA,24586,100 Dan River Wildcat Cir Ringgold VA 24586,36.6620218,-79.3003398
DAN RIVER MIDDLE,510294001213,5875 Kentuck Rd.,Ringgold,VA,24586,5875 Kentuck Rd. Ringgold VA 24586,36.6547413,-79.3055348
GRETNA ELEMENTARY,510294001216,PO Box 595,Gretna,VA,24557,PO Box 595 Gretna VA 24557,36.9537526,-79.3589134
GRETNA HIGH,510294001218,100 Gretna Hawks Circle,Gretna,VA,24557,100 Gretna Hawks Circle Gretna VA 24557,36.9452352,-79.3691711
GRETNA MIDDLE,510294001217,201 Coffey Street,Gretna,VA,24557,201 Coffey Street Gretna VA 24557,36.9459163,-79.3730424
JOHN L. HURT ELEMENTARY,510294001219,315 Prospect Rd,Hurt,VA,24563,315 Prospect Rd Hurt VA 24563,37.0933592,-79.2972139
KENTUCK ELEMENTARY,510294001220,100 Kentuck Elementary Cir,Ringgold,VA,24586,100 Kentuck Elementary Cir Ringgold VA 24586,36.6563736,-79.3028493
MOUNT AIRY ELEMENTARY,510294001221,100 Mt Airy Elementary Cir,Gretna,VA,24557,100 Mt Airy Elementary Cir Gretna VA 24557,36.945569,-79.1784973
SOUTHSIDE ELEMENTARY,510294001224,440 East Witt Rd,Blairs,VA,24527,440 East Witt Rd Blairs VA 24527,36.6885636,-79.3733503
STONY MILL ELEMENTARY,510294001226,100 Stony Mill Elementary Cir,Danville,VA,24541,100 Stony Mill Elementary Cir Danville VA 24541,36.6404154,-79.5631866
TUNSTALL HIGH,510294001227,100 Trojan Cir,Dry Fork,VA,24549,100 Trojan Cir Dry Fork VA 24549,36.6697493,-79.5244251
TUNSTALL MIDDLE,510294001206,1160 Tunstall High Rd.,Dry Fork,VA,24549,1160 Tunstall High Rd. Dry Fork VA 24549,36.6675861,-79.5263576
TWIN SPRINGS ELEMENTARY,510294001395,100 Twin Springs Elem Cir,Danville,VA,24540,100 Twin Springs Elem Cir Danville VA 24540,36.6876658,-79.4279276
UNION HALL ELEMENTARY,510294001228,100 Union Hall Cir,Chatham,VA,24531,100 Union Hall Cir Chatham VA 24531,36.8256943,-79.3980806
BROSVILLE ELEMENTARY,510294002454,195 Bulldog Ln.,Danville,VA,24541,195 Bulldog Ln. Danville VA 24541,36.6200998,-79.6044986
PITTSYLVANIA REGIONAL ALTERNATIVE SCHOOL/STEM ACADEMY,510294001918,956 Woodlawn Academy Road,Chatham,VA,24531,956 Woodlawn Academy Road Chatham VA 24531,36.7901276,-79.388922
PITTSYLVANIA VOCATIONAL-TECHNICAL CENTER,510294001856,11700 US Highway 29,Chatham,VA,24531,11700 US Highway 29 Chatham VA 24531,36.7641951,-79.3890899
VICTORY ACADEMY/READY FOR SUCCESS,510294003056,326 South Main Street,Chatham,VA,24531,326 South Main Street Chatham VA 24531,36.820108,-79.3971467
POQUOSON ELEMENTARY,510298001230,1033 Poquoson Ave,Poquoson,VA,23662,1033 Poquoson Ave Poquoson VA 23662,37.1282825,-76.3606534
POQUOSON HIGH,510298001231,51 Odd Rd,Poquoson,VA,23662,51 Odd Rd Poquoson VA 23662,37.12869,-76.3814087
POQUOSON MIDDLE,510298001232,985 Poquoson Ave,Poquoson,VA,23662,985 Poquoson Ave Poquoson VA 23662,37.1290502,-76.3646016
POQUOSON PRIMARY,510298002157,19 Odd Rd,Poquoson,VA,23662,19 Odd Rd Poquoson VA 23662,37.1315822,-76.3776558
BRIGHTON ELEMENTARY,,,,,,   ,,
CHURCHLAND ACADEMY ELEMENTARY,510300002069,4061 River Shore Rd,Portsmouth,VA,23703,4061 River Shore Rd Portsmouth VA 23703,36.8815607,-76.3813853
CHURCHLAND ELEMENTARY,510300001239,5601 Michael Ln,Portsmouth,VA,23703,5601 Michael Ln Portsmouth VA 23703,36.8581045,-76.3844001
CHURCHLAND HIGH,510300000375,4301 Cedar Ln,Portsmouth,VA,23703,4301 Cedar Ln Portsmouth VA 23703,36.8813559,-76.37027
CHURCHLAND MIDDLE,510300001241,4051 River Shore Rd,Portsmouth,VA,23703,4051 River Shore Rd Portsmouth VA 23703,36.8803876,-76.380777
CHURCHLAND PRIMARY & INTERMEDIATE,510300001242,5700 Hedgerow Ln,Portsmouth,VA,23703,5700 Hedgerow Ln Portsmouth VA 23703,36.8908802,-76.3848249
CRADOCK ELEMENTARY,510300001252,18 Dahlgren Ave,Portsmouth,VA,23702,18 Dahlgren Ave Portsmouth VA 23702,36.7980165,-76.3195196
CRADOCK MIDDLE,510300001234,21 Alden Ave,Portsmouth,VA,23702,21 Alden Ave Portsmouth VA 23702,36.8047001,-76.3158118
DOUGLASS PARK ELEMENTARY,510300001245,34 Grand St,Portsmouth,VA,23701,34 Grand St Portsmouth VA 23701,36.8182624,-76.3390882
HODGES MANOR ELEMENTARY,510300001249,1201 Cherokee Rd,Portsmouth,VA,23701,1201 Cherokee Rd Portsmouth VA 23701,36.8146551,-76.3833251
I.C. NORCOM HIGH,510300001250,1801 London Blvd,Portsmouth,VA,23704,1801 London Blvd Portsmouth VA 23704,36.836106,-76.3197107
LAKEVIEW ELEMENTARY,510300001254,1300 Horne Ave,Portsmouth,VA,23701,1300 Horne Ave Portsmouth VA 23701,36.7983017,-76.371539
MANOR HIGH,510300001255,1401 Elmhurst Ln,Portsmouth,VA,23701,1401 Elmhurst Ln Portsmouth VA 23701,36.8132491,-76.3804718
PARK VIEW ELEMENTARY,510300001258,260 Elm Ave,Portsmouth,VA,23704,260 Elm Ave Portsmouth VA 23704,36.83967,-76.3138947
SIMONSDALE ELEMENTARY,510300001257,4841 Clifford Street,Portsmouth,VA,23701,4841 Clifford Street Portsmouth VA 23701,36.8271423,-76.3660202
VICTORY ELEMENTARY,510300002625,2828 Greenwood Drive,Portsmouth,VA,23701,2828 Greenwood Drive Portsmouth VA 23701,36.8074008,-76.3361627
WATERVIEW ELEMENTARY,510300001253,3649 Hartford St,Portsmouth,VA,23707,3649 Hartford St Portsmouth VA 23707,36.841535,-76.3467697
WESTHAVEN ELEMENTARY,510300001264,3701 Clifford St,Portsmouth,VA,23707,3701 Clifford St Portsmouth VA 23707,36.8293095,-76.3491547
WILLIAM E. WATERS MIDDLE,510300001265,600 Roosevelt Blvd,Portsmouth,VA,23701,600 Roosevelt Blvd Portsmouth VA 23701,36.7936821,-76.3573801
BRIGHTON ELEMENTARY,510300002472,1100 Portsmouth Blvd.,Portsmouth,VA,23704,1100 Portsmouth Blvd. Portsmouth VA 23704,36.8196831,-76.3108116
CHURCHLAND PRESCHOOL CENTER,510300002829,4061 River Shore Road,Portsmouth,VA,23703,4061 River Shore Road Portsmouth VA 23703,36.8815607,-76.3813853
CRADOCK TECHNICAL & CAREER CENTER,510300002301,4300 George Washington Highway,Portsmouth,VA,23702,4300 George Washington Highway Portsmouth VA 23702,36.8022409,-76.3235208
MOUNT HERMON PRESCHOOL CENTER,510300002474,3000 North St.,Portsmouth,VA,23707,3000 North St. Portsmouth VA 23707,36.8371195,-76.3397653
NEW DIRECTIONS CENTER,510300001018,401 West Road,Portsmouth,VA,23707,401 West Road Portsmouth VA 23707,36.8404193,-76.3482764
