description,NCES_School_ID,Street Address,City,State,ZIP,Final,latitude,longitude
MILL RUN ELEMENTARY,510225002540,42940 Ridgeway Drive,Ashburn,VA,20148,42940 Ridgeway Drive Ashburn VA 20148,39.0110989,-77.5147684
MOOREFIELD STATION ELEMENTARY,510225002954,22325 Mooreview Parkway,Ashburn,VA,20148,22325 Mooreview Parkway Ashburn VA 20148,38.9995036,-77.5059541
MOUNTAIN VIEW ELEMENTARY,510225002415,36803 Allder School Rd.,Purcellville,VA,21032,36803 Allder School Rd. Purcellville VA 21032,39.1562929,-77.7321196
NEWTON-LEE ELEMENTARY,,,,,,   ,,
PARK VIEW HIGH,510225000928,400 W Laurel Ave,Sterling,VA,20164,400 W Laurel Ave Sterling VA 20164,39.0146237,-77.4007081
PINEBROOK ELEMENTARY,510225002514,25480 Mindful Court,Aldie,VA,20105,25480 Mindful Court Aldie VA 20105,38.913298,-77.555991
POTOMAC FALLS HIGH,510225001627,46400 Algonkian Pkwy,Potomac Falls,VA,20165,46400 Algonkian Pkwy Potomac Falls VA 20165,39.0519613,-77.3903876
POTOWMACK ELEMENTARY,510225001158,46465 Esterbrook Pkwy,Sterling,VA,20165,46465 Esterbrook Pkwy Sterling VA 20165,39.0394084,-77.395152
RIVER BEND MIDDLE,510225002288,46240 Algonkian Pkwy.,Sterling,VA,20165,46240 Algonkian Pkwy. Sterling VA 20165,39.0522774,-77.3977529
RIVERSIDE HIGH,510225003001,19019 Upper Belmont Place,Leesburg,VA,20176,19019 Upper Belmont Place Leesburg VA 20176,39.0921309,-77.4899142
ROCK RIDGE HIGH,510225002969,43460 Loudoun Reserve Drive,Ashburn,VA,20148,43460 Loudoun Reserve Drive Ashburn VA 20148,38.9778181,-77.499861
ROLLING RIDGE ELEMENTARY,510225000929,500 E Frederick Dr,Sterling,VA,20164,500 E Frederick Dr Sterling VA 20164,39.0146384,-77.3837497
ROSA LEE CARTER ELEMENTARY,510225002751,43330 Loudoun Reserve Drive,Ashburn,VA,20148,43330 Loudoun Reserve Drive Ashburn VA 20148,38.9775877,-77.50285
ROUND HILL ELEMENTARY,510225000930,17115 Evening Star Dr,Round Hill,VA,20141,17115 Evening Star Dr Round Hill VA 20141,39.1445707,-77.7626421
SANDERS CORNER ELEMENTARY,510225001148,43100 Ashburn Farm Pkwy,Ashburn,VA,20147,43100 Ashburn Farm Pkwy Ashburn VA 20147,39.037795,-77.510445
SELDENS LANDING ELEMENTARY,510225002289,43345 Coton Commons Dr.,Leesburg,VA,20176,43345 Coton Commons Dr. Leesburg VA 20176,39.0836029,-77.501185
SENECA RIDGE MIDDLE,510225000931,98 Seneca Ridge Dr,Sterling,VA,20164,98 Seneca Ridge Dr Sterling VA 20164,39.0282639,-77.3731761
SMART'S MILL MIDDLE,,,,,,   ,,
STERLING ELEMENTARY,510225000932,200 W Church Rd,Sterling,VA,20164,200 W Church Rd Sterling VA 20164,39.0090427,-77.4019681
STERLING MIDDLE,510225000933,201 W Holly Ave,Sterling,VA,20164,201 W Holly Ave Sterling VA 20164,39.0007606,-77.4061832
STEUART W. WELLER ELEMENTARY,510225002776,20700 Marblehead Drive,Ashburn,VA,20147,20700 Marblehead Drive Ashburn VA 20147,39.041866,-77.4551383
STONE BRIDGE HIGH,510225002538,43100 Hay Road,Ashburn,VA,20147,43100 Hay Road Ashburn VA 20147,39.04881,-77.5087318
STONE HILL MIDDLE,510225002764,23415 Evergreen Ridge Drive,Ashburn,VA,20148,23415 Evergreen Ridge Drive Ashburn VA 20148,38.9692946,-77.5123157
SUGARLAND ELEMENTARY,510225000934,65 Sugarland Run Dr,Sterling,VA,20164,65 Sugarland Run Dr Sterling VA 20164,39.036202,-77.382881
SULLY ELEMENTARY,510225000935,300 Circle Dr,Sterling,VA,20164,300 Circle Dr Sterling VA 20164,38.9968186,-77.3987395
SYCOLIN CREEK ELEMENTARY,510225002755,21100 Evergreen Mills Road,Leesburg,VA,20175,21100 Evergreen Mills Road Leesburg VA 20175,39.038154,-77.5770763
TRAILSIDE MIDDLE,510225002965,20325 Claiborne Parkway,Ashburn,VA,20147,20325 Claiborne Parkway Ashburn VA 20147,39.0547039,-77.5024596
TUSCARORA HIGH,510225002817,801 North King Street,Leesburg,VA,20176,801 North King Street Leesburg VA 20176,39.1330714,-77.5585259
W.O. ROBEY HIGH,510225003084,21328 AUGUSTA DRIVE,Sterling,VA,20164,21328 AUGUSTA DRIVE Sterling VA 20164,39.0261914,-77.3744797
WATERFORD ELEMENTARY,510225000936,15513 Loyalty Rd,Waterford,VA,20197,15513 Loyalty Rd Waterford VA 20197,39.1879633,-77.6048099
WAXPOOL ELEMENTARY,510225003060,42560 Black Angus Drive,Ashburn,VA,20148,42560 Black Angus Drive Ashburn VA 20148,39.016123,-77.529799
WILLARD MIDDLE,510225003059,40915 Braddock Road,Aldie,VA,20105,40915 Braddock Road Aldie VA 20105,38.9285737,-77.5874438
WOODGROVE HIGH,510225002812,36811 Allder School Road,Purcellville,VA,20132,36811 Allder School Road Purcellville VA 20132,39.1540113,-77.7271454
ACADEMIES OF LOUDOUN,510225003075,42075 LOUDOUN ACADEMY DRIVE,LEESBURG,VA,20175,42075 LOUDOUN ACADEMY DRIVE LEESBURG VA 20175,39.0426268,-77.5512327
BELMONT STATION ELEMENTARY,510225002449,20235 Nightwatch St.,Ashburn,VA,20147,20235 Nightwatch St. Ashburn VA 20147,39.0586942,-77.5113526
BRIAR WOODS HIGH,510225002451,22525 Belmont Ridge Road,Ashburn,VA,20148,22525 Belmont Ridge Road Ashburn VA 20148,38.9925003,-77.5309505
CARDINAL RIDGE ELEMENTARY,510225002980,26155 Bullrun Post Office Road,Centreville,VA,20120,26155 Bullrun Post Office Road Centreville VA 20120,38.894782,-77.517275
FREEDOM HIGH,510225002447,25450 Riding Center Drive,South Riding,VA,20152,25450 Riding Center Drive South Riding VA 20152,38.9141482,-77.535041
JOHN W. TOLBERT JR. ELEMENTARY,510225002287,691 Potomac Station Dr NE,Leesburg,VA,20176,691 Potomac Station Dr NE Leesburg VA 20176,39.0965136,-77.5255306
LEGACY ELEMENTARY,510225002452,22995 Minerva Drive,Ashburn,VA,20148,22995 Minerva Drive Ashburn VA 20148,38.9801503,-77.5258442
MERCER MIDDLE,510225002450,42149 Greenstone Dr.,Aldie,VA,20105,42149 Greenstone Dr. Aldie VA 20105,38.9246892,-77.5468951
NEWTON-LEE ELEMENTARY,510225002448,43335 Gloucester Parkway,Ashburg,VA,20147,43335 Gloucester Parkway Ashburg VA 20147,39.0569947,-77.5036245
PRESCHOOL CHILD FIND,510225003103,20 Union St NW,Leesburg,VA,20176,20 Union St NW Leesburg VA 20176,39.1201146,-77.5637778
SMART'S MILL MIDDLE,510225002446,850 N. King St.,Leesburg,VA,20176,850 N. King St. Leesburg VA 20176,39.1328433,-77.5477908
THE LOUDOUN GOVERNOR'S CAREER & TECHNICAL ACADEMY,510225002989,715 Childrens Center Road SW,Leesburg,VA,20175,715 Childrens Center Road SW Leesburg VA 20175,39.1152194,-77.5831876
THE NORTH STAR SCHOOL,510225002281,407 E. Market St.,Leesburg,VA,20176,407 E. Market St. Leesburg VA 20176,39.1094648,-77.5549114
JOUETT ELEMENTARY,510228002036,315 Jouett School Rd,Mineral,VA,23117,315 Jouett School Rd Mineral VA 23117,37.8980333,-77.843607
LOUISA COUNTY HIGH,510228000939,757 Davis Hwy,Mineral,VA,23117,757 Davis Hwy Mineral VA 23117,38.0175931,-77.9208521
LOUISA COUNTY MIDDLE,510228001930,1009 Davis Hwy,Mineral,VA,23117,1009 Davis Hwy Mineral VA 23117,38.0207538,-77.9246014
MOSS-NUCKOLS ELEMENTARY,510228002838,2055 Courthouse Road,Louisa,VA,23093,2055 Courthouse Road Louisa VA 23093,37.9562104,-78.0889934
THOMAS JEFFERSON ELEMENTARY,510228000942,1782 Jefferson Hwy,Louisa,VA,23093,1782 Jefferson Hwy Louisa VA 23093,37.9943997,-77.9621758
TREVILIANS ELEMENTARY,510228002066,2035 Spotswood Trail,Louisa,VA,23093,2035 Spotswood Trail Louisa VA 23093,38.0753534,-78.100134
CENTRAL HIGH,510231000944,131 KV Road,Victoria,VA,23974,131 KV Road Victoria VA 23974,36.9859237,-78.2155095
KENBRIDGE ELEMENTARY,510231000946,PO Box 907,Kenbridge,VA,23944,PO Box 907 Kenbridge VA 23944,36.9620944,-78.125
LUNENBURG MIDDLE,510231000947,583 Tomlinson Road,Victoria,VA,23974,583 Tomlinson Road Victoria VA 23974,36.9887082,-78.2067575
VICTORIA ELEMENTARY,510231000949,1521 Eighth St,Victoria,VA,23974,1521 Eighth St Victoria VA 23974,36.9954947,-78.2249182
BEDFORD HILLS ELEMENTARY,510234000952,4330 Morningside Dr,Lynchburg,VA,24503,4330 Morningside Dr Lynchburg VA 24503,37.4386661,-79.2111888
DEARINGTON ELEMENTARY/INNOVATION,,,,,,   ,,
E.C. GLASS HIGH,,,,,,   ,,
HERITAGE ELEMENTARY,510234000959,501 Leesville Rd,Lynchburg,VA,24502,501 Leesville Rd Lynchburg VA 24502,37.36203,-79.2083605
HERITAGE HIGH,510234000960,3101 Wards Ferry Rd,Lynchburg,VA,24502,3101 Wards Ferry Rd Lynchburg VA 24502,37.3601843,-79.2052203
LINKHORNE ELEMENTARY,510234000961,2501 Linkhorne Dr,Lynchburg,VA,24503,2501 Linkhorne Dr Lynchburg VA 24503,37.4185831,-79.1953283
LINKHORNE MIDDLE,510234000962,2525 Linkhorne Dr,Lynchburg,VA,24503,2525 Linkhorne Dr Lynchburg VA 24503,37.4168776,-79.1930311
PAUL LAURENCE DUNBAR MIDDLE FOR INNOVATION,,,,,,   ,,
PAUL MUNRO ELEMENTARY,510234000963,4641 Locksview Rd,Lynchburg,VA,24503,4641 Locksview Rd Lynchburg VA 24503,37.4506452,-79.2077845
PERRYMONT ELEMENTARY,510234000964,409 Perrymont Ave,Lynchburg,VA,24502,409 Perrymont Ave Lynchburg VA 24502,37.3893504,-79.1883148
ROBERT S. PAYNE ELEMENTARY,510234000965,1201 Floyd St,Lynchburg,VA,24501,1201 Floyd St Lynchburg VA 24501,37.4056133,-79.1512392
SANDUSKY ELEMENTARY,510234000966,5828 Apache Ln,Lynchburg,VA,24502,5828 Apache Ln Lynchburg VA 24502,37.380762,-79.2037913
SANDUSKY MIDDLE,510234000967,805 Chinook Place,Lynchburg,VA,24502,805 Chinook Place Lynchburg VA 24502,37.3796558,-79.2025407
SHEFFIELD ELEMENTARY,510234000968,115 Kenwood Place,Lynchburg,VA,24502,115 Kenwood Place Lynchburg VA 24502,37.3662517,-79.1896812
T.C. MILLER ELEMENTARY SCHOOL FOR INNOVATION,510234000603,600 Mansfield Ave,Lynchburg,VA,24501,600 Mansfield Ave Lynchburg VA 24501,37.3978252,-79.1669564
WILLIAM M. BASS ELEMENTARY,510234000970,1730 Seabury Ave,Lynchburg,VA,24501,1730 Seabury Ave Lynchburg VA 24501,37.3918365,-79.1410522
CARL B. HUTCHERSON BUILDING,510234002206,2401 High Street,Lynchburg,VA,24501,2401 High Street Lynchburg VA 24501,37.399898,-79.1343691
DEARINGTON ELEMENTARY/INNOVATION,510234002205,210 Smyth St,Lynchburg,VA,24501,210 Smyth St Lynchburg VA 24501,37.4135392,-79.1634648
E.C. GLASS HIGH,510234000956,2111 Memorial Ave,Lynchburg,VA,24501,2111 Memorial Ave Lynchburg VA 24501,37.4075276,-79.1667579
LYNCHBURG REGIONAL GOVERNOR'S STEM ACADEMY,510234002976,Central VA Community College,Lynchburg,VA,24502,Central VA Community College Lynchburg VA 24502,37.3595081,-79.1851733
PAUL LAURENCE DUNBAR MIDDLE FOR INNOVATION,510234000955,1200 1208 Polk St,Lynchburg,VA,24504,1200 1208 Polk St Lynchburg VA 24504,37.4075728,-79.1467765
MADISON COUNTY HIGH,510237000972,68 Mountaineer Lane,Madison,VA,22727,68 Mountaineer Lane Madison VA 22727,38.3648262,-78.2685265
MADISON PRIMARY,510237000973,158 Primary School Drive,Madison,VA,22727,158 Primary School Drive Madison VA 22727,38.3592542,-78.2631877
WAVERLY YOWELL ELEMENTARY,510237000974,1809 North Main Street,Madison,VA,22727,1809 North Main Street Madison VA 22727,38.3847474,-78.2516638
WILLIAM H. WETSEL MIDDLE,510237000975,186 Mountaineer Lane,Madison,VA,22727,186 Mountaineer Lane Madison VA 22727,38.364051,-78.2672808
BALDWIN ELEMENTARY,510236000976,1978 Eagle Way,Manassas,VA,20110,1978 Eagle Way Manassas VA 20110,38.749079,-77.468768
BALDWIN INTERMEDIATE,510236003034,1978 Eagle Way,Manassas,VA,20110,1978 Eagle Way Manassas VA 20110,38.749079,-77.468768
GEORGE CARR ROUND ELEMENTARY,510236002067,10100 Hastings Dr,Manassas,VA,20110,10100 Hastings Dr Manassas VA 20110,38.7353499,-77.4973557
GRACE E. METZ MIDDLE,,,,,,   ,,
JENNIE DEAN ELEMENTARY,510236000977,9601 Prince William St,Manassas,VA,20110,9601 Prince William St Manassas VA 20110,38.7457028,-77.4891593
MAYFIELD INTERMEDIATE,510236002637,9400 Mayfield Court,Manassas,VA,20110,9400 Mayfield Court Manassas VA 20110,38.7528219,-77.4577172
OSBOURN HIGH,510236000978,1977 Eagle Way,Manassas,VA,20110,1977 Eagle Way Manassas VA 20110,38.7475563,-77.468046
RICHARD C. HAYDON ELEMENTARY,510236001854,9075 Park Ave,Manassas,VA,20110,9075 Park Ave Manassas VA 20110,38.7625999,-77.490183
WEEMS ELEMENTARY,510236000979,8750 Weems Rd,Manassas,VA,20110,8750 Weems Rd Manassas VA 20110,38.7664513,-77.4677771
GOVERNOR'S STEM ACADEMY AT OSBURN HIGH SCHOOL,510236003047,1977 Eagle Way,Manassas,VA,20110,1977 Eagle Way Manassas VA 20110,38.7475563,-77.468046
GRACE E. METZ MIDDLE,510236002226,9950 Wellington Road,Manassas,VA,20110,9950 Wellington Road Manassas VA 20110,38.7425629,-77.462324
JOSEPH B. JOHNSON LEARNING CENTER,510236000738,9051 Tudor Ln,Manassas,VA,20110,9051 Tudor Ln Manassas VA 20110,38.7483254,-77.4704201
COUGAR ELEMENTARY,510239002292,9330 Brandon St.,Manassas Park,VA,20111,9330 Brandon St. Manassas Park VA 20111,38.7599397,-77.423804
MANASSAS PARK ELEMENTARY,510239000982,9298 Cougar Court,Manassas Park,VA,20111,9298 Cougar Court Manassas Park VA 20111,38.761578,-77.4229522
MANASSAS PARK HIGH,510239000983,8200 Euclid Ave,Manassas Park,VA,20111,8200 Euclid Ave Manassas Park VA 20111,38.7783038,-77.4405257
MANASSAS PARK MIDDLE,510239002227,8202 Euclid Ave,Manassas Park,VA,20111,8202 Euclid Ave Manassas Park VA 20111,38.7762732,-77.4408802
ALBERT HARRIS ELEMENTARY,510240002616,710 Smith Road,Martinsville,VA,24112,710 Smith Road Martinsville VA 24112,36.6740297,-79.8649171
MARTINSVILLE HIGH,510240000988,351 Commonwealth Blvd,Martinsville,VA,24112,351 Commonwealth Blvd Martinsville VA 24112,36.6968363,-79.8870267
MARTINSVILLE MIDDLE,510240000989,201 Brown St.,Martinsville,VA,24112,201 Brown St. Martinsville VA 24112,36.6876877,-79.8682712
PATRICK HENRY ELEMENTARY,510240002617,1810 Church Street Ext.,Martinsville,VA,24112,1810 Church Street Ext. Martinsville VA 24112,36.6851369,-79.85602
CLEARVIEW EARLY LEARNING CENTER,510240002618,800 Ainsley Street,Martinsville,VA,24112,800 Ainsley Street Martinsville VA 24112,36.7066696,-79.8698462
MATHEWS ELEMENTARY,510243001388,P O Box 219,Mathews,VA,23109,P O Box 219 Mathews VA 23109,37.437006,-76.3206618
MATHEWS HIGH,510243000993,PO Box 38,Mathews,VA,23109,PO Box 38 Mathews VA 23109,37.437006,-76.3206618
THOMAS HUNTER MIDDLE,510243000994,PO Box 339,Mathews,VA,23109,PO Box 339 Mathews VA 23109,37.437006,-76.3206618
CHASE CITY ELEMENTARY,510246001002,5450 Highway Forty-Seven,Chase City,VA,23924,5450 Highway Forty-Seven Chase City VA 23924,36.8133281,-78.4671355
CLARKSVILLE ELEMENTARY,510246001004,1696 Noblin Farm Road,Clarksville,VA,23927,1696 Noblin Farm Road Clarksville VA 23927,36.6015206,-78.5636897
LACROSSE ELEMENTARY,,,,,,   ,,
MECKLENBURG COUNTY HIGH,510246003090,25001 Hwy 58,Baskerville,VA,23915,25001 Hwy 58 Baskerville VA 23915,36.6736873,-78.2936587
MECKLENBURG COUNTY MIDDLE,510246003089,24999 Hwy 58,Baskerville,VA,23915,24999 Hwy 58 Baskerville VA 23915,36.6736782,-78.2944466
SOUTH HILL ELEMENTARY,510246001009,1290 Plank Road,South Hill,VA,23970,1290 Plank Road South Hill VA 23970,36.7193858,-78.1609079
LACROSSE ELEMENTARY,510246001006,1000 School Circle,La Crosse,VA,23950,1000 School Circle La Crosse VA 23950,36.6781175,-78.0812388
MIDDLESEX ELEMENTARY,510249002293,P.O. Box 375,Locust Hill,VA,23092,P.O. Box 375 Locust Hill VA 23092,37.5993058,-76.5110615
MIDDLESEX HIGH,510249001012,PO Box 206,Saluda,VA,23149,PO Box 206 Saluda VA 23149,37.6063547,-76.5949768
ST. CLARE WALKER MIDDLE,510249002195,PO Box 9,Locust Hill,VA,23092,PO Box 9 Locust Hill VA 23092,37.5993058,-76.5110615
AUBURN ELEMENTARY,510252001859,1760 AUBURN SCHOOL DR.,Riner,VA,24149,1760 AUBURN SCHOOL DR. Riner VA 24149,37.0611106,-80.445951
AUBURN HIGH,510252001013,1650 AUBURN SCHOOL DR,Riner,VA,24149,1650 AUBURN SCHOOL DR Riner VA 24149,37.0598406,-80.4436043
AUBURN MIDDLE,510252001916,4163 Riner Rd,Riner,VA,24149,4163 Riner Rd Riner VA 24149,37.061921,-80.442232
BELVIEW ELEMENTARY,510252001014,3187 Peppers Ferry Rd,Radford,VA,24141,3187 Peppers Ferry Rd Radford VA 24141,37.1704619,-80.51097
BLACKSBURG HIGH,510252001016,3401 Bruin Lane,Blacksburg,VA,24060,3401 Bruin Lane Blacksburg VA 24060,37.2108294,-80.4592477
BLACKSBURG MIDDLE,510252001017,3109 Price's Fork Rd.,Blacksburg,VA,24060,3109 Price's Fork Rd. Blacksburg VA 24060,37.2147477,-80.4616468
CHRISTIANSBURG ELEMENTARY,510252002126,160 Wades Lane,Christiansburg,VA,24073,160 Wades Lane Christiansburg VA 24073,37.1346615,-80.4165358
CHRISTIANSBURG HIGH,510252001019,100 Independence Blvd,Christiansburg,VA,24073,100 Independence Blvd Christiansburg VA 24073,37.1460512,-80.4172469
CHRISTIANSBURG MIDDLE,510252001020,1205 Buffalo Drive NW,Christiansburg,VA,24073,1205 Buffalo Drive NW Christiansburg VA 24073,37.1226074,-80.4250021
CHRISTIANSBURG PRIMARY,510252001021,240 Betty Drive,Christiansburg,VA,24073,240 Betty Drive Christiansburg VA 24073,37.1322954,-80.4154581
EASTERN MONTGOMERY ELEMENTARY,510252002818,4580 Eastern Montgomery Ln.,Elliston,VA,24087,4580 Eastern Montgomery Ln. Elliston VA 24087,37.199369,-80.2335908
EASTERN MONTGOMERY HIGH,510252002541,4695 Crozier Rd,Elliston,VA,24087,4695 Crozier Rd Elliston VA 24087,37.2044,-80.2308
FALLING BRANCH ELEMENTARY,510252000178,735 Falling Branch Rd,Christiansburg,VA,24073,735 Falling Branch Rd Christiansburg VA 24073,37.1261864,-80.372077
GILBERT LINKOUS ELEMENTARY,510252001023,813 Toms Creek Rd,Blacksburg,VA,24060,813 Toms Creek Rd Blacksburg VA 24060,37.2370164,-80.4254368
HARDING AVENUE ELEMENTARY,510252001024,429 Harding Avenue,Blacksburg,VA,24060,429 Harding Avenue Blacksburg VA 24060,37.2345308,-80.4111782
KIPPS ELEMENTARY,510252000916,2801 Prices Fork Rd,Blacksburg,VA,24060,2801 Prices Fork Rd Blacksburg VA 24060,37.2156827,-80.4567276
MARGARET BEEKS ELEMENTARY,510252001025,709 Airport Rd,Blacksburg,VA,24060,709 Airport Rd Blacksburg VA 24060,37.2142894,-80.4058741
PRICES FORK ELEMENTARY,510252001026,4021 Prices Fork Rd,Blacksburg,VA,24060,4021 Prices Fork Rd Blacksburg VA 24060,37.2104294,-80.4860954
SHAWSVILLE MIDDLE,510252001029,4179 Old Town Rd,Shawsville,VA,24162,4179 Old Town Rd Shawsville VA 24162,37.1726889,-80.248032
MONTGOMERY CENTRAL,510252002155,208 College St.,Christiansburg,VA,24073,208 College St. Christiansburg VA 24073,37.1285861,-80.4141785
MONTGOMERY COUNTY GOVERNOR'S STEM ACADEMY,510252002994,750 Imperial Street SE,Christiansburg,VA,24073,750 Imperial Street SE Christiansburg VA 24073,37.1308124,-80.3921268
NELSON COUNTY HIGH,510258001032,6919 Thomas Nelson Hwy,Lovingston,VA,22949,6919 Thomas Nelson Hwy Lovingston VA 22949,37.7325802,-78.8961844
NELSON MIDDLE,510258001033,6925 Thomas Nelson Highway,Lovingston,VA,22949,6925 Thomas Nelson Highway Lovingston VA 22949,37.7332594,-78.8953421
ROCKFISH RIVER ELEMENTARY,510258001917,200 Chapel Hollow Rd,Afton,VA,22920,200 Chapel Hollow Rd Afton VA 22920,37.9451124,-78.8381316
TYE RIVER ELEMENTARY,510258001160,5198 Thomas Nelson Hwy,Arrington,VA,22922,5198 Thomas Nelson Hwy Arrington VA 22922,37.7100459,-78.913
GEORGE W. WATKINS ELEMENTARY,510261001038,6501 New Kent Hwy,Quinton,VA,23141,6501 New Kent Hwy Quinton VA 23141,37.5294873,-77.0981794
NEW KENT ELEMENTARY,,,,,,   ,,
NEW KENT HIGH,,,,,,   ,,
NEW KENT MIDDLE,,,,,,   ,,
QUINTON ELEMENTARY,510261003094,8325 S. Quaker Rd,Quinton,VA,23141,8325 S. Quaker Rd Quinton VA 23141,37.5255369,-77.1761505
NEW KENT ELEMENTARY,510261001039,11705 New Kent Hwy,New Kent,VA,23124,11705 New Kent Hwy New Kent VA 23124,37.5142322,-76.9835677
NEW KENT HIGH,510261002156,7365 Egypt Rd,New Kent,VA,23124,7365 Egypt Rd New Kent VA 23124,37.5096913,-76.9810477
NEW KENT MIDDLE,510261001037,7501 Egypt Road,New Kent,VA,23124,7501 Egypt Road New Kent VA 23124,37.511896,-76.982158
ACHIEVABLE DREAM ACADEMY,510264002343,726 16th St.,Newport News,VA,23607,726 16th St. Newport News VA 23607,36.9758182,-76.413357
ACHIEVABLE DREAM MIDDLE/HIGH,,,,,,   ,,
B.C. CHARLES ELEMENTARY,,,,,,   ,,
B.T. WASHINGTON MIDDLE,,,,,,   ,,
CARVER ELEMENTARY,510264001043,6160 Jefferson Ave,Newport News,VA,23605,6160 Jefferson Ave Newport News VA 23605,37.0278159,-76.4458695
CRITTENDEN MIDDLE,510264001237,6158 Jefferson Ave,Newport News,VA,23605,6158 Jefferson Ave Newport News VA 23605,37.0257886,-76.4461407
DAVID A. DUTROW ELEMENTARY,510264001044,60 Curtis Tignor Rd,Newport News,VA,23608,60 Curtis Tignor Rd Newport News VA 23608,37.1430106,-76.5536256
DEER PARK ELEMENTARY,510264001637,11541 Jefferson Ave,Newport News,VA,23601,11541 Jefferson Ave Newport News VA 23601,37.0726478,-76.4754223
DENBIGH HIGH,510264001047,259 Denbigh Blvd,Newport News,VA,23608,259 Denbigh Blvd Newport News VA 23608,37.1261058,-76.5490038
DISCOVERY STEM ACADEMY,510264001062,1712 Chestnut Ave,Newport News,VA,23607,1712 Chestnut Ave Newport News VA 23607,36.9827503,-76.4032006
ELLA J. FITZGERALD MIDDLE,,,,,,   ,,
ETHEL M. GILDERSLEEVE MIDDLE,510264002208,1 Minton Dr,Newport News,VA,23606,1 Minton Dr Newport News VA 23606,37.0719506,-76.5010466
GENERAL STANFORD ELEMENTARY,510264002422,929 Madison Ave.,Ft. Eustis,VA,23604,929 Madison Ave. Ft. Eustis VA 23604,37.1570174,-76.5706242
GEORGE J. MCINTOSH ELEMENTARY,,,,,,   ,,
HERITAGE HIGH,510264001451,5800 Marshall Ave,Newport News,VA,23605,5800 Marshall Ave Newport News VA 23605,37.0067545,-76.4279659
HIDENWOOD ELEMENTARY,510264001051,501 Blount Point Rd,Newport News,VA,23606,501 Blount Point Rd Newport News VA 23606,37.0655421,-76.5086724
HILTON ELEMENTARY,510264001052,225 River Rd,Newport News,VA,23601,225 River Rd Newport News VA 23601,37.0285843,-76.4640332
HOMER L. HINES MIDDLE,510264001050,561 McLawhorne Dr,Newport News,VA,23601,561 McLawhorne Dr Newport News VA 23601,37.0445151,-76.4633335
HUNTINGTON MIDDLE,510264001055,5800 Marshall Ave,Newport News,VA,23605,5800 Marshall Ave Newport News VA 23605,37.0067545,-76.4279659
JOHN MARSHALL EARLY CHILDHOOD CENTER,510264002857,743 24th Street,Newport News,VA,23607,743 24th Street Newport News VA 23607,36.9822863,-76.4166468
JOSEPH H. SAUNDERS ELEMENTARY,510264001059,853 Harpersville Rd,Newport News,VA,23601,853 Harpersville Rd Newport News VA 23601,37.0867956,-76.4544424
KATHERINE JOHNSON ELEMENTARY,510264001061,17346 Warwick Blvd,Newport News,VA,23603,17346 Warwick Blvd Newport News VA 23603,37.1886088,-76.5701806
KILN CREEK ELEMENTARY,510264000358,1501 Kiln Creek Pkwy,Newport News,VA,23602,1501 Kiln Creek Pkwy Newport News VA 23602,37.1222964,-76.4876436
KNOLLWOOD MEADOWS ELEMENTARY,,,,,,   ,,
L.F. PALMER ELEMENTARY,,,,,,   ,,
MARY PASSAGE MIDDLE,510264002298,400 Atkinson Way,Newport News,VA,23608,400 Atkinson Way Newport News VA 23608,37.1485098,-76.5464919
MENCHVILLE HIGH,510264001063,275 Menchville Rd,Newport News,VA,23602,275 Menchville Rd Newport News VA 23602,37.0960104,-76.5305785
NEWSOME PARK ELEMENTARY,510264001065,4200 Marshall Ave,Newport News,VA,23607,4200 Marshall Ave Newport News VA 23607,36.9959181,-76.422477
OLIVER C. GREENWOOD ELEMENTARY,510264002068,13460 Woodside Lane,Newport News,VA,23608,13460 Woodside Lane Newport News VA 23608,37.1758756,-76.5269441
RICHARD T. YATES ELEMENTARY,510264001070,73 Maxwell Ln,Newport News,VA,23606,73 Maxwell Ln Newport News VA 23606,37.0908643,-76.5041552
RICHNECK ELEMENTARY,510264001071,205 Tyner Drive,Newport News,VA,23608,205 Tyner Drive Newport News VA 23608,37.1564785,-76.5236966
RIVERSIDE ELEMENTARY,510264001072,1100 Country Club Road,Newport News,VA,23606,1100 Country Club Road Newport News VA 23606,37.0551666,-76.4968822
SEDGEFIELD ELEMENTARY,510264001074,804 Main Street,Newport News,VA,23605,804 Main Street Newport News VA 23605,37.0413952,-76.4506744
STONEY RUN ELEMENTARY,,,,,,   ,,
T. RYLAND SANFORD ELEMENTARY,510264001075,480 Colony Road,Newport News,VA,23602,480 Colony Road Newport News VA 23602,37.1114407,-76.5441719
WARWICK HIGH,510264001076,51 Copeland Lane,Newport News,VA,23601,51 Copeland Lane Newport News VA 23601,37.0524146,-76.4759193
WILLIS A. JENKINS ELEMENTARY,510264001077,80 Menchville Road,Newport News,VA,23602,80 Menchville Road Newport News VA 23602,37.1076104,-76.5219971
WOODSIDE HIGH,510264001453,13450 Woodside Lane,Newport News,VA,23608,13450 Woodside Lane Newport News VA 23608,37.1733127,-76.5247974
ACHIEVABLE DREAM MIDDLE/HIGH,510264002344,5720 Marshall Ave.,Newport News,VA,23605,5720 Marshall Ave. Newport News VA 23605,37.0039835,-76.4268658
B.C. CHARLES ELEMENTARY,510264001040,701 Menchville Road,Newport News,VA,23602,701 Menchville Road Newport News VA 23602,37.0942042,-76.5348957
B.T. WASHINGTON MIDDLE,510264001041,3700 Chestnut Ave,Newport News,VA,23607,3700 Chestnut Ave Newport News VA 23607,36.9949175,-76.4100719
