CENSUSTRACT_FIPS,SDI_score,PovertyLT100_FPL_score,Single_Parent_Fam_score,Education_LT12years_score,HHNo_Vehicle_score,HHRenter_Occupied_score,HHCrowding_score,Nonemployed_score,sdi,pct_Poverty_LT100,pct_Single_Parent_Fam,pct_Education_LT12years,pct_NonEmployed,pctHH_No_Vehicle,pctHH_Renter_Occupied,pctHH_Crowding,CensusTract_population,county
51630,68.83333333333333,67.0,57.166666666666664,50.666666666666664,55.0,86.0,46.0,55.833333333333336,0.5341602923333334,0.19390632083333334,0.15154077166666666,0.100781201,0.06381845216666666,0.06688447216666667,0.62012444,0.0221831172,28469,Fredericksburg city
51640,83.5,87.0,70.0,90.5,83.5,56.0,46.0,69.5,1.02123542,0.26876946,0.170303075,0.27628015,0.078149839,0.126916,0.34050072499999995,0.0170119685,6638,Galax city
51650,61.06060606060606,58.78787878787879,63.03030303030303,45.54545454545455,64.66666666666667,67.9090909090909,42.515151515151516,60.45454545454545,0.327142532969697,0.1735791479647059,0.18075919541176472,0.09005733355882353,0.07917115749999999,0.09865303823529412,0.4672962855882353,0.02629508114117647,135583,Hampton city
51660,68.81818181818181,67.45454545454545,68.0,60.0,57.0,76.72727272727273,57.45454545454545,38.72727272727273,0.5802612163636364,0.24166746627272725,0.20864301218181816,0.1399225909090909,0.052890562545454545,0.07850229736363636,0.5683731254545455,0.031839268000000004,53391,Harrisonburg city
51670,83.16666666666667,76.5,84.16666666666667,76.0,67.83333333333333,77.66666666666667,70.0,75.0,1.0659179733333335,0.19189886071428572,0.22211700285714286,0.1596107467142857,0.07204232642857143,0.084985089,0.47763439857142853,0.03783882771428571,22408,Hopewell city
51678,65.0,80.0,38.0,52.0,76.0,73.0,1.0,43.0,0.40728989,0.21623036,0.095454544,0.10032597,0.046153847,0.095262095,0.47076613,0.0,7110,Lexington city
51680,69.73684210526316,73.73684210526316,65.89473684210526,53.421052631578945,72.36842105263158,76.26315789473684,32.73684210526316,52.21052631578947,0.6145243013684211,0.23012132289473686,0.21608728057894735,0.11561150257894737,0.06429769665263159,0.1390859397368421,0.543482512631579,0.01387295279473684,80131,Lynchburg city
51683,48.57142857142857,34.142857142857146,46.857142857142854,70.0,38.285714285714285,53.857142857142854,49.42857142857143,53.42857142857143,-0.07369163499999999,0.08063421271428571,0.1217117527142857,0.16555665385714285,0.06015079642857143,0.039265456428571426,0.3429615642857143,0.03365987028571429,41457,Manassas city
51685,59.5,44.5,61.0,78.0,46.0,47.5,67.0,65.5,0.23499425499999999,0.09817776950000001,0.1558856065,0.21411354999999999,0.06858863100000001,0.041244373,0.306399545,0.0340756775,16423,Manassas Park city
51690,75.6,80.4,79.2,72.6,78.8,66.0,9.6,67.6,0.802593796,0.263731846,0.25437603799999997,0.1811397584,0.0804526698,0.1494369568,0.435881882,0.0030790762,13101,Martinsville city
51700,63.70454545454545,59.31818181818182,69.6590909090909,47.95454545454545,64.8409090909091,71.47727272727273,51.13636363636363,59.18181818181818,0.4358428780454546,0.16951017147727274,0.22739630093181817,0.10585175238636363,0.07377555321363637,0.11590606206818181,0.5262848245,0.029616305802272726,180145,Newport News city
51710,68.24675324675324,65.85714285714286,68.01298701298701,55.064935064935064,66.88311688311688,75.92207792207792,41.09090909090909,63.42857142857143,0.5783519717792208,0.19016342959259258,0.2038838844444444,0.12246636201481481,0.0810265707111111,0.12387846281728394,0.5341300332098766,0.020341524456790123,245592,Norfolk city
51720,91.0,91.0,88.0,80.0,83.0,80.0,46.0,96.0,1.3412118,0.29351971,0.25477099,0.19249824,0.14546525,0.12314458,0.53655857,0.017042331,3990,Norton city
51730,86.63636363636364,83.18181818181819,86.45454545454545,77.0909090909091,82.54545454545455,84.27272727272727,51.45454545454545,75.81818181818181,1.2225993690909092,0.2736473226363636,0.2669838590909091,0.21756808409090908,0.1262204831818182,0.20567247663636365,0.6129498590909092,0.028585470790909086,31827,Petersburg city
51735,15.333333333333334,16.0,32.666666666666664,21.333333333333332,42.0,20.666666666666668,1.0,52.333333333333336,-1.11203811,0.032399196500000005,0.06653416325,0.033481439,0.04111596375,0.028913267,0.1158442665,0.0,12039,Poquoson city
51740,65.90322580645162,61.12903225806452,70.19354838709677,58.83870967741935,68.83870967741936,65.54838709677419,38.25806451612903,72.2258064516129,0.5009210808064517,0.18093715174193548,0.23294462270967742,0.13677504196774196,0.09718273341935484,0.12738965083870968,0.4689472599677419,0.018724595693548386,95311,Portsmouth city
51750,66.0,84.66666666666667,34.333333333333336,37.0,60.0,79.33333333333333,34.666666666666664,52.333333333333336,0.44483066333333326,0.4106097266666666,0.08999580633333333,0.07501430233333334,0.057616950666666666,0.07030444433333333,0.5899262333333334,0.0108584864,17630,Radford city
51760,67.21212121212122,68.36363636363636,57.121212121212125,54.333333333333336,77.12121212121212,75.43939393939394,32.93939393939394,58.77272727272727,0.5530670799848485,0.23480938437424242,0.20092241893939394,0.14819116935454546,0.07726857549242425,0.17865573851969696,0.5589412746212121,0.01832136113939394,223787,Richmond city
51770,70.8695652173913,68.47826086956522,69.52173913043478,61.47826086956522,77.3913043478261,72.34782608695652,40.82608695652174,58.78260869565217,0.6650436649086957,0.20864900295652175,0.20789276399999998,0.14706546691304348,0.06926258334782609,0.13755356147826087,0.49726143043478255,0.019489877995652174,99621,Roanoke city
51775,47.0,38.2,56.0,51.4,59.4,55.4,18.0,54.0,-0.11298117,0.0904095892,0.15292194580000001,0.10258479999999999,0.055518860999999996,0.0658769206,0.35500447,0.0052403267400000005,25519,Salem city
51790,58.5,57.5,57.5,52.833333333333336,61.0,70.83333333333333,31.166666666666668,25.0,0.21749577476666668,0.13363560766666668,0.14292773666666667,0.10766535249999999,0.03203780566666667,0.06679145,0.4665015833333333,0.013675136166666666,24452,Staunton city
51800,42.214285714285715,39.357142857142854,46.57142857142857,52.392857142857146,49.892857142857146,41.785714285714285,31.678571428571427,50.42857142857143,-0.2587912268214286,0.10516061872857142,0.13113571342857142,0.12041894771428571,0.06378848053571429,0.06955922221785714,0.2896287155357143,0.014653604707142857,89160,Suffolk city
51810,34.676767676767675,30.32323232323232,50.505050505050505,32.717171717171716,34.5959595959596,50.333333333333336,28.32323232323232,42.02020202020202,-0.5144633117272728,0.07528034029,0.13877013123999998,0.067191478604,0.047100222074,0.037647711039000005,0.35181718601999995,0.011620758395999999,450135,Virginia Beach city
51820,63.8,62.4,67.0,63.6,64.4,68.8,35.2,44.4,0.45796164599999994,0.1941740668,0.21480524039999999,0.144893025,0.0490342668,0.09166024774,0.47128033599999997,0.013515902988000001,21926,Waynesboro city
51830,67.0,81.0,60.333333333333336,23.666666666666668,70.66666666666667,75.33333333333333,35.333333333333336,74.66666666666667,0.50443095,0.22177626333333333,0.17548439600000001,0.047185858733333336,0.07692365333333333,0.091180733,0.5245972166666667,0.017505551833333334,14788,Williamsburg city
51840,67.0,58.6,63.6,63.6,72.2,77.6,49.2,33.6,0.5228241,0.1478329548,0.18122365140000002,0.16347051559999998,0.0397052906,0.0910989558,0.533401918,0.0253057494,27789,Winchester city
